gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,0,0,-0.9924020376385531,1,0,0,0,1,0,1,1,1,0.9086143491719036,-0.6851619651687919,True,False,False,False,False,True,False
1,0,1,1,-0.7073594915983407,1,1,0,0,0,0,0,0,1,0.33695618111475767,-0.5185916570209212,True,False,False,False,False,False,False
1,0,0,0,1.4508197855632678,1,1,1,1,1,0,0,1,1,1.2409737492051283,2.148873115998559,True,False,False,True,False,False,False
1,1,1,0,1.5729808767233588,1,1,0,0,0,0,0,0,0,-1.3065610520495383,-0.21732587838294884,False,True,False,True,True,False,False
0,0,0,0,1.0436161483629645,1,1,1,0,0,0,0,0,1,0.4998122871310375,0.9910924822381796,True,False,False,False,False,False,False
1,1,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.5142856770703037,-0.9909970591773726,False,True,False,False,False,True,False
0,0,1,1,-0.748079855318371,1,0,0,1,0,1,0,1,1,0.827186296163764,-0.4739580547051256,True,False,False,False,True,False,False
0,0,1,0,1.5729808767233588,1,0,0,0,0,0,0,0,1,-1.4577845790646555,-0.3482025490705616,False,True,False,True,False,False,False
1,0,0,0,-0.748079855318371,1,1,0,1,0,0,1,1,1,1.1894580421999785,-0.3824834513437717,True,False,False,False,False,True,False
0,0,0,0,-1.0738427650786138,0,0,1,1,0,1,0,1,0,-0.4590445819648154,-0.871620935871822,False,False,False,False,True,False,False
1,0,1,1,-0.7073594915983407,1,0,0,1,1,1,0,1,1,0.1574821050968162,-0.5344187059133176,False,False,False,False,False,False,True
1,0,1,1,1.002895784642934,1,0,0,1,1,0,1,1,1,1.0897502221900113,1.4639835121151785,True,False,True,False,True,False,False
0,0,0,0,1.369379058123207,1,0,1,1,1,0,0,0,1,-0.12003799393092641,0.766202699649986,False,False,False,True,False,False,False
1,1,1,0,1.4915401492832983,1,1,0,1,0,0,1,0,1,0.8371570781647607,1.7046561956211728,True,False,False,False,False,True,False
0,0,1,0,1.4508197855632678,1,0,1,0,0,1,0,0,0,-0.29452667894836937,0.6917471404951004,False,False,True,False,False,False,False
1,1,0,1,0.9621754209229036,1,0,1,0,0,0,1,1,0,0.9983513871808745,1.316661720890836,True,False,True,False,True,False,False
1,1,0,0,0.10704778280226633,1,1,0,0,1,0,1,1,1,1.1396041321949948,0.491756815578627,True,False,False,False,False,True,False
0,0,1,1,0.43281069256250915,1,0,0,0,0,0,1,0,0,-0.28621769394753876,0.09597022333222864,False,False,False,False,False,True,False
1,0,1,0,-0.055833672077855064,1,0,0,0,1,1,0,1,1,0.05445069108651675,-0.11571931485198564,False,False,False,False,True,False,False
0,0,1,1,0.025607055362205634,1,0,1,1,1,0,0,0,1,-0.20977503193989694,-0.1441506104913253,False,False,True,False,False,False,True
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.15249671409631763,-0.9768034853450003,True,False,False,False,False,True,False
1,0,0,0,0.47353105628253944,1,0,0,0,1,1,1,1,0,1.1745018691984834,0.9255327399642364,True,False,False,True,False,False,False
0,0,1,1,1.002895784642934,1,0,1,1,0,0,0,0,0,-0.37595473195650925,0.3404175586661167,False,False,True,False,False,True,False
1,0,0,1,1.5322605130033284,1,1,1,1,0,1,0,0,0,0.006258578081699082,1.001974957975908,False,False,True,False,False,False,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4694171580658184,-0.9983476969474813,False,True,False,False,True,False,False
1,0,1,1,0.9214550572028734,1,0,0,0,1,1,0,0,1,-0.3161300399505289,0.3699525536703377,False,False,False,True,True,False,False
1,1,1,0,-0.13727439951791576,1,1,0,0,0,0,1,1,1,0.9867188081797118,0.1641126221199939,True,False,False,False,False,True,False
0,0,0,0,0.025607055362205634,1,1,1,1,0,0,0,0,1,-0.12834697893175703,-0.1095165244213533,False,False,False,False,False,False,True
1,1,1,0,-1.1552834925186746,1,1,0,0,0,0,0,0,0,0.3386179781149237,-0.8711353081512742,True,False,False,False,False,True,False
1,0,0,0,1.5322605130033284,0,0,0,0,0,1,0,1,1,-0.8213163280010305,0.2286128130036512,False,False,False,True,False,False,True
1,0,0,0,0.10704778280226633,1,1,0,0,0,0,0,0,1,-1.3015756610490399,-0.6095364846871322,False,True,False,False,False,True,False
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,1,-0.62854787598176,-0.960799844554223,False,False,False,False,False,False,True
1,1,1,0,-0.9109613101984924,1,1,0,0,1,0,0,1,1,0.8321716871642622,-0.6037751740024523,True,False,False,False,False,True,False
1,0,1,1,-1.2774445836787656,1,0,0,1,0,0,0,0,0,0.32698539911376057,-0.9744857166787498,True,False,False,False,True,False,False
1,0,0,0,-0.055833672077855064,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.7385147924671492,False,True,False,True,False,False,False
1,1,0,0,-0.0965540357978854,1,1,1,0,0,0,0,1,1,0.8554368451665879,0.13859509280394047,True,False,False,False,True,False,False
1,1,1,1,1.125056875803025,1,1,1,1,0,0,0,1,1,0.9468356801757247,1.541926761263089,True,False,False,False,False,True,False
0,0,1,1,1.6137012404433893,1,1,1,0,1,1,0,0,0,0.06940686408801149,1.0934937093118573,False,False,False,True,False,False,False
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,1,-1.46443176706532,-0.9704461770032846,False,True,False,False,True,False,False
1,0,1,1,-1.1552834925186746,1,0,0,0,0,0,0,0,1,0.15914390209698223,-0.8816425261049432,True,False,False,False,False,False,True
0,0,0,0,-0.30015585439803716,1,0,0,1,1,0,1,1,1,1.15456030519649,0.03846748642191812,True,False,False,False,False,True,False
1,0,1,0,1.5322605130033284,1,1,1,0,0,1,1,1,1,0.40508985812156867,1.3279194544126243,False,False,False,True,True,False,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4727407520661506,-0.9983918449220767,False,True,False,False,False,False,True
0,0,0,0,-0.5444780367182193,1,0,0,0,0,0,0,0,0,-1.491020519067978,-0.8451542251019708,False,True,False,False,False,False,True
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.504314895069307,-0.9988112506807314,False,True,False,False,False,False,True
0,0,1,1,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.477726143066649,-0.908307902760473,False,True,False,True,False,False,False
1,0,0,0,1.6137012404433893,1,0,0,0,0,0,0,0,0,-1.5109620830699715,-0.38281456115323603,False,True,False,True,False,False,False
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.477726143066649,-0.9892311401935627,False,True,False,False,False,False,True
1,0,1,1,0.06632741908223598,1,0,0,1,1,0,1,0,1,0.8338334841644282,0.35752489882177535,True,False,False,False,False,True,False
1,0,0,0,0.18848851024232702,0,0,1,1,0,1,0,0,1,-0.8046983579993692,-0.39338800106879795,False,False,False,True,False,False,True
1,1,1,1,1.0436161483629645,1,1,1,1,0,1,0,0,1,0.8338334841644282,1.2554947020891198,True,False,True,False,False,False,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-0.6385186579827569,-0.9873107032986692,False,False,False,False,False,False,True
0,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.21564500010263052,-0.9759646738276906,True,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,1,-0.4756625519664766,-0.9851474525435022,False,False,False,False,False,True,False
1,0,1,0,1.6137012404433893,1,1,1,1,1,1,0,0,0,0.11261358609233106,1.1155235486348858,False,False,False,True,False,False,True
0,1,1,1,-0.8295205827584317,0,0,0,0,0,1,0,0,1,-1.1786026830367469,-0.8502974641423171,False,False,False,False,False,False,True
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.504314895069307,-0.993491419742004,False,True,False,False,False,False,True
0,0,1,0,0.5956921474426305,1,0,0,0,0,0,0,0,0,-1.4993295040688086,-0.6005744458442969,False,True,False,True,False,False,False
1,0,1,1,-1.0738427650786138,1,0,0,0,0,0,0,0,1,-0.6700928009859131,-0.892282187982398,False,False,False,False,False,False,False
0,0,0,0,1.125056875803025,0,0,1,0,1,0,1,1,0,-0.3709693409560109,0.42167190590867076,False,False,False,True,False,True,False
0,1,0,0,-1.2367242199587352,1,0,0,1,0,0,1,0,1,0.6327560471443273,-0.9351498713143839,True,False,False,False,False,False,False
1,0,1,0,0.758573602322752,1,0,1,1,1,1,1,1,1,0.6344178441444933,0.8940773080651221,False,False,False,True,True,False,False
